t,i,temp_desired,temp_tc
1681163615.548848,25,1.3637832105119947,22.3324012
1681163616.5278957,25,1.2929610394579978,22.5682983
1681163617.5210032,25,1.2762787054579974,22.6939067
1681163618.5082629,25,1.283834023073973,22.7666988
1681163619.4948838,25,1.2968039667139988,22.8263988
1681163620.4947522,25,1.3136146790979768,22.8763637
1681163621.4733477,25,1.310041093097976,22.9649143
1681163622.453962,25,1.2986523977059785,23.0627784
1681163623.4438462,25,1.2763760257059786,23.1801261
1681163624.4302819,25,1.2260539242179904,23.3458766
1681163625.4169862,25,1.1774399924879801,23.5021209
1681163626.4568312,25,1.113217433355989,23.6855621
1681163627.4430616,25,1.0375425235059814,23.8810005
1681163628.4254253,25,0.9551156134419869,24.0819873
1681163629.4059443,25,0.8616965865259889,24.2961082
1681163630.3928416,25,0.7722630369899827,24.4948577
1681163631.371667,25,0.6632227888999863,24.7238197
1681163632.3588052,25,0.5588328475399863,24.935152
1681163633.345448,25,0.44798457953998494,25.1508159
1681163634.3253987,25,0.3468508528099853,25.3399085
1681163635.2981758,25,0.2375027230339808,25.5374507
1681163636.2742987,25,0.12795073840998084,25.7283248
1681163637.2544637,25,0.02676937213799052,25.8954429
1681163638.231037,25,0,26.0500183
1681163639.287631,25,0,26.2158603
1681163640.2771957,25,0,26.3433036
1681163641.2733815,25,0,26.4553756
1681163642.2603035,25,0,26.5469799
1681163643.2467377,25,0,26.6376228
1681163644.233105,25,0,26.7195262
1681163645.219407,25,0,26.7712554
1681163646.1994166,25,0,26.8180427
1681163647.1859827,25,0,26.8668346
1681163648.1756847,25,0,26.9028167
1681163649.1622982,25,0,26.9372539
1681163650.1723511,25,0,26.9645442
1681163651.1585464,25,0,26.9888477
1681163652.1417034,25,0,26.9956111
1681163653.1316779,25,0,27.0099792
1681163654.098178,25,0,27.0059566
1681163655.0680141,25,0,27.0317935
1681163656.0537407,25,0,27.0297183
1681163657.033801,25,0,27.0401554
1681163658.0339766,25,0,27.0377655
1681163659.0132847,25,0,27.0335884
1681163660.005794,25,0,27.0205821
1681163660.9764764,25,0,27.0135173
1681163661.9687212,25,0,27.0101032
1681163662.9828734,25,0,26.9873638
1681163663.9796443,25,0,26.9682922
1681163664.9479425,25,0,26.9636669
1681163665.9315937,25,0,26.9458732
1681163666.9325364,25,0,26.9352779
1681163667.9177487,25,0,26.9177284
1681163668.9149947,25,0,26.895792
1681163669.905059,25,0,26.88027
1681163670.8814845,25,0,26.8583526
1681163671.8706808,25,0,26.8245029
1681163672.857274,25,0,26.8175392
1681163673.8512201,25,0,26.8118228
1681163674.8232014,25,0,26.7917156
1681163675.8070889,25,0,26.7693386
1681163676.7836628,25,0,26.7533397
1681163677.773433,25,0,26.7166366
1681163678.7665439,25,0,26.7036418
1681163679.7582974,25,0,26.678482
1681163680.7627573,25,0,26.6594429
1681163681.732439,25,0,26.6348323
1681163682.7163963,25,0,26.6174182
1681163683.7050622,25,0,26.6040115
1681163684.6821163,25,0,26.5883159
1681163685.670372,25,0,26.553091
1681163686.6619391,25,0,26.5204257
1681163687.641372,25,0,26.4983768
1681163688.6114168,25,0,26.4861869
1681163689.587798,25,0,26.4650611
1681163690.5640721,25,0,26.4471302
1681163691.5504982,25,0,26.4093647
1681163692.5337045,25,0,26.3857192
1681163693.5138402,25,0,26.3724822
1681163694.493414,25,0,26.3493938
1681163695.470058,25,0,26.3204593
1681163696.446411,25,0,26.2985515
1681163697.426177,25,0,26.2750606
1681163698.4127347,25,0,26.2548885
1681163699.3957837,25,0,26.2230339
1681163700.3917732,25,0,26.2122745
1681163701.3814688,25,0,26.1796817
1681163702.3616982,25,0,26.1589431
1681163703.3483315,25,0,26.13525
1681163704.344981,25,0,26.1123619
