t,i,temp_desired,temp_tc
1680207176.5527465,25,2,20.9523639
1680207177.5398607,25,2,20.9514865
1680207178.5298483,25,2,20.9637184
1680207179.52613,25,2,20.9683933
1680207180.493202,25,2,21.0109996
1680207181.469147,25,2,21.0849037
1680207182.4359157,25,2,21.1779289
1680207183.415526,25,2,21.3286457
1680207184.4019847,25,2,21.5153503
1680207185.3985546,25,2,21.7626266
1680207186.3801434,25,2,22.0236129
1680207187.3615148,25,2,22.3361148
1680207188.3476598,25,2,22.6681842
1680207189.3277888,25,1.906825823506571,23.0131187
1680207190.3042357,25,1.7610627504461145,23.3689098
1680207191.2940412,25,1.592235245326033,23.7555465
1680207192.2704563,25,1.4166293344939775,24.1405849
1680207193.2537572,25,1.2249623661143836,24.5419654
1680207194.2300186,25,1.0217710288623665,24.9502754
1680207195.200184,25,0.8170575106863875,25.3460807
1680207196.1762455,25,0.6069812548506427,25.7376422
1680207197.1562269,25,0.39973743552278695,26.1091823
1680207198.1829336,25,0.17368440574659227,26.4993934
1680207199.1597514,25,0,26.8479118
1680207200.1455796,25,0,27.1687641
1680207201.1224027,25,0,27.4531993
1680207202.106856,25,0,27.6979656
1680207203.088386,25,0,27.9255695
1680207204.0746622,25,0,28.121006
1680207205.054837,25,0,28.3107776
1680207206.0308747,25,0,28.4465961
1680207206.999808,25,0,28.5815296
1680207207.9810808,25,0,28.6876602
1680207208.9608774,25,0,28.7767753
1680207209.9371274,25,0,28.8400096
1680207211.0069096,25,0,28.9185543
1680207211.9828038,25,0,28.9639205
1680207212.953071,25,0,29.0057926
1680207213.926366,25,0,29.0490665
1680207214.912849,25,0,29.0790863
1680207215.8893414,25,0,29.1085262
1680207216.864033,25,0,29.1125736
1680207217.8554218,25,0,29.1154251
1680207218.8252974,25,0,29.1215934
1680207219.821645,25,0,29.1088333
1680207220.8012526,25,0,29.1124
1680207221.7714267,25,0,29.1036949
1680207222.7512228,25,0,29.0918045
1680207223.7177925,25,0,29.0828285
1680207224.7075663,25,0,29.0683097
1680207225.684126,25,0,29.0483913
1680207226.6630592,25,0,29.0243968
1680207227.6373491,25,0,28.9982318
1680207228.6035013,25,0,28.9757556
1680207229.569673,25,0,28.945074
1680207230.5397277,25,0,28.9162425
1680207231.5161502,25,0,28.8905773
1680207232.4880698,25,0,28.8652667
1680207233.4592135,25,0,28.8338317
1680207234.435959,25,0,28.8004665
1680207235.4055307,25,0,28.7695159
1680207236.391766,25,0,28.7283611
1680207237.361871,25,0,28.6867008
1680207238.33811,25,0,28.6597461
1680207239.3214695,25,0,28.6230907
1680207240.2878659,25,0,28.5993423
1680207241.2775645,25,0,28.554346
1680207242.2541635,25,0,28.5136661
1680207243.220579,25,0,28.4758815
1680207244.2103102,25,0,28.4434356
1680207245.2090938,25,0,28.403347
1680207246.176372,25,0,28.364067
1680207247.1497285,25,0,28.3115959
1680207248.1363556,25,0,28.2825202
1680207249.1261082,25,0,28.247858
1680207250.1029384,25,0,28.2000694
1680207251.0788677,25,0,28.1591205
1680207252.0609665,25,0,28.121849
1680207253.042068,25,0,28.0797958
1680207254.0187628,25,0,28.0334396
1680207254.9961765,25,0,27.9867687
1680207255.9754882,25,0,27.9552574
1680207256.9620194,25,0,27.9074478
1680207257.9518363,25,0,27.8624267
1680207258.9451518,25,0,27.8292884
1680207259.9365323,25,0,27.7816143
1680207260.9216416,25,0,27.7488536
1680207261.8935094,25,0,27.7058486
1680207262.8838897,25,0,27.6576614
1680207263.8644583,25,0,27.6267528
1680207264.8504853,25,0,27.582304
