t,i,temp_desired,temp_tc,therm_res,therm_temp
1682474020.348354,60,0.4045926926802743,59.665039,1116.04712,51.50213084640841
1682474022.051798,60,0.3025261339722104,59.745861,1116.08044,51.51284102326685
1682474023.549792,60,0.26644167481623315,59.7816543,1116.10486,51.520690341751525
1682474025.0457911,60,0.2381822877004731,59.8080177,1116.14172,51.53253809321834
1682474026.5437856,60,0.23305403268173797,59.815998,1116.15088,51.53548232371916
1682474028.0397847,60,0.22191614388173653,59.8267364,1116.15845,51.53791548367735
1682474029.5357842,60,0.23953658148173967,59.8160362,1116.17053,51.54179823782366
1682474031.032781,60,0.2735741758817413,59.7911758,1116.16589,51.540306851184724
1682474032.5317724,60,0.3276635302817377,59.7502098,1116.15857,51.53795405418141
1682474034.0307639,60,0.41725202748173956,59.6815109,1116.13464,51.53026241371175
1682474035.5277603,60,0.5030184567233268,59.6138305,1116.10022,51.51919891325738
1682474037.0257552,60,0.614201604586265,59.5276756,1116.06787,51.508800617319515
1682474038.5257432,60,0.7178362289862728,59.4463653,1116.02332,51.49448062670197
1682474040.0227761,60,0.8475395261862644,59.3466529,1115.96179,51.47470219803944
1682474041.5217676,60,0.9655961657862727,59.2549247,1115.89209,51.45229694629183
1682474043.0197632,60,1,59.1352996,1115.84131,51.43597315892092
1682474044.5177572,60,1,59.0251617,1115.75977,51.40976049121476
1682474046.0147521,60,1,58.9424667,1115.68359,51.38527007736102
1682474047.5137436,60,1,58.8362464,1115.61816,51.36423494629394
1682474049.010742,60,1,58.7646484,1115.53479,51.33743142096879
1682474050.5097334,60,1,58.6885108,1115.44214,51.30764324688254
1682474052.0077276,60,1,58.6224822,1115.37012,51.284487069550835
1682474053.505762,60,1,58.5582618,1115.29724,51.261053655349706
1682474055.0037138,60,1,58.5249748,1115.22644,51.23828833292267
1682474056.4997132,60,1,58.4969291,1115.15686,51.215914622667576
1682474057.9967122,60,1,58.4698715,1115.09155,51.19491334113042
1682474059.4947057,60,1,58.4565353,1115.03247,51.175914891866455
1682474061.0088313,60,1,58.450386,1114.98547,51.160800684444126
1682474062.5058281,60,1,58.4503288,1114.92334,51.1408205221835
1682474064.0018275,60,1,58.4588241,1114.87524,51.12535185222569
1682474065.4978268,60,1,58.4829139,1114.82373,51.10878619386375
1682474066.993827,60,1,58.4975547,1114.78503,51.09634000186058
1682474068.4918213,60,1,58.5199584,1114.7467,51.08401260132183
1682474069.988817,60,1,58.5455055,1114.71667,51.07435444186429
1682474071.483819,60,1,58.5805358,1114.68823,51.06520753907047
1682474072.9798186,60,1,58.6169815,1114.67188,51.05994898443773
1682474074.475818,60,1,58.6503257,1114.65088,51.053194823598766
1682474075.9728146,60,1,58.6918411,1114.63684,51.04867915078514
1682474077.4698112,60,1,58.7434387,1114.62122,51.04365527208516
1682474078.968803,60,1,58.7895317,1114.61377,51.0412591081251
1682474080.4648023,60,1,58.8146324,1114.61597,51.04196670096187
1682474081.9787536,60,1,58.8605728,1114.62329,51.04432105051394
1682474083.4737556,60,1,58.9206504,1114.62561,51.045067236264664
1682474084.972747,60,1,58.949501,1114.63501,51.04809056750123
1682474086.4717386,60,1,59.0170516,1114.64905,51.05260624385084
1682474087.967738,60,1,59.0718955,1114.68286,51.06348042151423
1682474089.4647346,60,1,59.1135215,1114.68982,51.06571891948483
1682474090.9617314,60,1,59.1776199,1114.71851,51.074946220771245
1682474092.474686,60,1,59.2290992,1114.7572,51.08738955087252
1682474093.9716833,60,1,59.2687911,1114.77112,51.09186639774639
1682474095.472669,60,1,59.3298377,1114.81323,51.10540934043556
1682474096.9696648,60,1,59.3834114,1114.84875,51.11683269203587
1682474098.467659,60,1,59.4524879,1114.88965,51.129986054729386
1682474099.9646556,60,1,59.5041847,1114.94202,51.14682781173293
1682474101.4626496,60,1,59.5619621,1114.98059,51.15923136208962
1682474102.9586499,60,1,59.617218,1115.03052,51.17528781908987
1682474104.4546485,60,0.9826569510306247,59.6937294,1115.09692,51.19664015674121
1682474105.9526432,60,0.9362671386306262,59.7382087,1115.1499,51.21367657190186
1682474107.449639,60,0.8660023987649271,59.7972488,1115.20715,51.23208562770091
1682474108.9486325,60,0.8009236256773015,59.8533096,1115.26794,51.25163249676478
1682474110.4496183,60,0.7140426704773093,59.9249076,1115.3374,51.2739665601032
1682474111.9516003,60,0.647302648477302,59.9821395,1115.39734,51.293239043787885
1682474113.4485986,60,0.5724914444773036,60.043621,1115.46228,51.31411861791919
1682474114.9465911,60,0.50840744847731,60.096878,1115.5332,51.336920225343
1682474116.4415944,60,0.45831193167730516,60.1384124,1115.59973,51.35830976800613
1682474117.939587,60,0.4121138816773076,60.1755905,1115.66748,51.38009091812558
