t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI,x2,y2,r2,theta2
1681185669.9598432, 0, 0.006362819, -0.0004439224, 0.006414086, 359.25, 0, 0, 0, 0.5, +5.000502E-01, -1.060451E-09, 0.00599724, -7.850687e-05, 0.006414086, 355.7666
1681185676.6784158, 0, 0.00599724, -0.0004439224, 0.006378286, 355.7666, 0, 0, 0, 1.0, +1.000059E+00, +2.196288E-10, 0.006362819, -0.0004439224, 0.006013647, 352.3143
1681185683.3803258, 0, 0.006362819, -0.0004439224, 0.006414086, 356.009, 0, 0, 0, 1.5, +1.500004E+00, +1.085833E-09, 0.006362819, -7.850687e-05, 0.006378286, 2.738949
1681185690.099006, 0, 0.006362819, -0.0004439224, 0.006378286, 356.009, 0, 0, 0, 2.0, +1.999995E+00, +2.260613E-09, 0.006362819, -0.0008093381, 0.006013647, 352.751
1681185696.8377292, 0, 0.006362819, -0.0004439224, 0.006363303, 359.2931, 0, 0, 0, 2.5, +2.500615E+00, +3.359763E-09, 0.006362819, -7.850687e-05, 0.006378286, 356.009
1681185703.5593715, 0, 0.00599724, -7.850687e-05, 0.006013647, 359.2931, 0, 0, 0, 3.0, +3.000459E+00, +4.396209E-09, 0.006362819, -0.0008093381, 0.005997753, 359.2931
1681185710.2552366, 0, 0.00599724, -0.0004439224, 0.006378286, 356.009, 0, 0, 0, 3.5, +3.500078E+00, +5.033453E-09, 0.006362819, -7.850687e-05, 0.006378286, 359.2931
1681185716.975661, 0, 0.006728398, -7.850687e-05, 0.006378286, 359.2931, 0, 0, 0, 4.0, +3.999671E+00, +6.512063E-09, 0.006728398, -0.0008093381, 0.006470356, 356.2253
1681185723.7024887, 0, 0.006728398, -0.0004439224, 0.006378286, 356.2253, 0, 0, 0, 4.5, +4.500017E+00, +7.497873E-09, 0.00599724, -0.0004439224, 0.006378286, 352.751
1681185730.4048784, 0, 0.006362819, -0.0004439224, 0.006743026, 356.009, 0, 0, 0, 5.0, +5.000602E+00, +8.610250E-09, 0.006362819, -7.850687e-05, 0.006363303, 356.009
1681185737.1005023, 0, 0.006728398, -0.0004439224, 0.006378286, 356.009, 0, 0, 0, 5.5, +5.500692E+00, +9.541626E-09, 0.006362819, -7.850687e-05, 0.006378286, 359.3315
1681185743.8123446, 0, 0.006362819, -0.0004439224, 0.006378286, 359.2931, 0, 0, 0, 6.0, +6.000285E+00, +1.025794E-08, 0.006728398, -0.0004439224, 0.006369284, 356.2253
1681185750.5107858, 0, 0.006728398, -0.0004439224, 0.006743026, 356.2253, 0, 0, 0, 6.5, +6.499903E+00, +1.133937E-08, 0.006362819, -7.850687e-05, 0.006728856, 356.2253
1681185757.2288394, 0, 0.006362819, -0.0008093381, 0.006776899, 353.141, 0, 0, 0, 7.0, +6.999998E+00, +1.239102E-08, 0.006728398, -0.0004439224, 0.006378286, 356.009
1681185763.967295, 0, 0.006728398, -0.0004439224, 0.006743026, 353.141, 0, 0, 0, 7.5, +7.500573E+00, +1.344431E-08, 0.006362819, -0.0004439224, 0.006728856, 359.3659
1681185770.6801906, 0, 0.006362819, -0.0008093381, 0.007107853, 356.2253, 0, 0, 0, 8.0, +8.000905E+00, +1.447157E-08, 0.006362819, -0.0004439224, 0.006743026, 356.2253
1681185777.4148555, 0, 0.006728398, -0.0004439224, 0.006728856, 359.3315, 0, 0, 0, 8.5, +8.500560E+00, +1.577560E-08, 0.006728398, -0.0004439224, 0.007139996, 359.2931
1681185784.1438215, 0, 0.006728398, -0.0008093381, 0.006743026, 356.4193, 0, 0, 0, 9.0, +9.000080E+00, +1.702354E-08, 0.006728398, -7.850687e-05, 0.006743026, 356.2253
1681185790.8862455, 0, 0.006728398, -0.0008093381, 0.006776899, 356.009, 0, 0, 0, 9.5, +9.499925E+00, +1.814350E-08, 0.006728398, -0.0004439224, 0.006363303, 359.3315
1681185797.5935707, 0, 0.006728398, -7.850687e-05, 0.006728856, 359.2931, 0, 0, 0, 10.0, +1.000064E+01, +1.911490E-08, 0.006728398, -0.0004439224, 0.006743026, 356.4193
1681185804.3090541, 0, 0.007093977, -7.850687e-05, 0.006728856, 356.009, 0, 0, 0, 10.5, +1.050093E+01, +2.041545E-08, 0.006728398, -7.850687e-05, 0.007107853, 359.3315
1681185810.99313, 0, 0.006728398, -7.850687e-05, 0.007107853, 353.141, 0, 0, 0, 11.0, +1.100093E+01, +2.120850E-08, 0.006728398, -7.850687e-05, 0.006728856, 359.3315
1681185817.7196517, 0, 0.007093977, -7.850687e-05, 0.006776899, 356.4193, 0, 0, 0, 11.5, +1.150046E+01, +2.240832E-08, 0.006728398, -0.0008093381, 0.006378286, 356.4193
1681185824.4596624, 0, 0.006728398, -0.0004439224, 0.006728856, 359.3659, 0, 0, 0, 12.0, +1.200003E+01, +2.361787E-08, 0.007093977, -0.0008093381, 0.006743026, 359.3315
1681185831.1850362, 0, 0.007093977, -0.0008093381, 0.007094412, 356.4193, 0, 0, 0, 12.5, +1.250029E+01, +2.482669E-08, 0.006728398, -0.0008093381, 0.006743026, 356.4193
1681185837.8982482, 0, 0.007093977, 0.0002869087, 0.007107853, 359.3659, 0, 0, 0, 13.0, +1.300083E+01, +2.632681E-08, 0.006728398, 0.0002869087, 0.007503333, 356.2253
1681185844.6495645, 0, 0.006728398, -0.0004439224, 0.007139996, 356.4193, 0, 0, 0, 13.5, +1.350104E+01, +2.770365E-08, 0.007093977, -0.0004439224, 0.007107853, 356.2253
1681185851.3607898, 0, 0.007459556, -0.0008093381, 0.007107853, 359.3659, 0, 0, 0, 14.0, +1.400060E+01, +2.891117E-08, 0.007093977, -7.850687e-05, 0.006743026, 356.4193
1681185858.120259, 0, 0.007459556, -0.0008093381, 0.007107853, 353.4914, 0, 0, 0, 14.5, +1.450013E+01, +2.974594E-08, 0.007093977, -0.0004439224, 0.007139996, 353.8078
1681185864.8512256, 0, 0.007093977, -0.0004439224, 0.007107853, 356.4193, 0, 0, 0, 15.0, +1.499998E+01, +3.137157E-08, 0.007093977, -0.0004439224, 0.007472754, 359.3659
1681185871.5938256, 0, 0.007093977, -0.0004439224, 0.007139996, 356.4193, 0, 0, 0, 15.5, +1.550056E+01, +3.234415E-08, 0.007093977, -0.0004439224, 0.007472754, 353.4914
1681185878.3162234, 0, 0.007093977, -0.0008093381, 0.007472754, 356.4193, 0, 0, 0, 16.0, +1.600083E+01, +3.377586E-08, 0.007459556, -0.0004439224, 0.007472754, 356.5943
1681185885.0399745, 0, 0.007459556, -0.0004439224, 0.007503333, 353.4914, 0, 0, 0, 16.5, +1.650051E+01, +3.528946E-08, 0.007093977, -7.850687e-05, 0.007472754, 359.3659
1681185891.7796986, 0, 0.007093977, -0.0004439224, 0.007107853, 353.8078, 0, 0, 0, 17.0, +1.700002E+01, +3.628000E-08, 0.007093977, -0.0008093381, 0.007472754, 353.4914
1681185898.4818351, 0, 0.007459556, -0.0008093381, 0.007107853, 356.5943, 0, 0, 0, 17.5, +1.749963E+01, +3.760622E-08, 0.007093977, -0.0004439224, 0.007472754, 356.5943
1681185905.1984317, 0, 0.007459556, -7.850687e-05, 0.007472754, 356.7531, 0, 0, 0, 18.0, +1.800026E+01, +3.934481E-08, 0.007459556, -0.0004439224, 0.007472754, 356.5943
1681185911.9291897, 0, 0.007459556, -0.0004439224, 0.007503333, 356.7531, 0, 0, 0, 18.5, +1.850060E+01, +4.035228E-08, 0.007459556, -0.0008093381, 0.007866878, 354.095
1681185918.6512244, 0, 0.007093977, -0.0004439224, 0.007503333, 356.7531, 0, 0, 0, 19.0, +1.900067E+01, +4.196786E-08, 0.007459556, -0.0004439224, 0.007472754, 353.4914
1681185925.3701046, 0, 0.007825135, -0.0004439224, 0.007503333, 353.8078, 0, 0, 0, 19.5, +1.950019E+01, +4.353694E-08, 0.007459556, -0.0004439224, 0.007472754, 356.5943
1681185932.112646, 0, 0.007459556, -0.0004439224, 0.007866878, 356.5943, 0, 0, 0, 20.0, +1.999987E+01, +4.449529E-08, 0.007825135, -0.0008093381, 0.007837717, 356.7531
1681185938.8276293, 0, 0.007093977, -0.0004439224, 0.007503333, 351.0504, 0, 0, 0, 20.5, +2.050038E+01, +4.590679E-08, 0.007459556, -0.0004439224, 0.007472754, 353.8078
1681185945.5363252, 0, 0.007825135, -0.0004439224, 0.007837717, 353.8078, 0, 0, 0, 21.0, +2.100066E+01, +4.762050E-08, 0.007825135, -0.0004439224, 0.007837717, 356.7531
1681185952.2943928, 0, 0.007459556, -7.850687e-05, 0.007866878, 356.7531, 0, 0, 0, 21.5, +2.150405E+01, +4.867432E-08, 0.007825135, -0.0004439224, 0.007825529, 354.095
1681185958.9831553, 0, 0.008190715, -0.0004439224, 0.007837717, 356.7531, 0, 0, 0, 22.0, +2.200452E+01, +5.055763E-08, 0.007825135, -0.0004439224, 0.007866878, 356.5943
1681185965.6950126, 0, 0.007459556, -0.0004439224, 0.007866878, 356.7531, 0, 0, 0, 22.5, +2.250183E+01, +5.194305E-08, 0.007825135, -0.0008093381, 0.007503333, 356.7531
1681185972.421341, 0, 0.008190715, -0.0008093381, 0.007825529, 354.095, 0, 0, 0, 23.0, +2.300285E+01, +5.295470E-08, 0.007825135, -0.0004439224, 0.008202735, 354.095
1681185979.1729152, 0, 0.008190715, -0.0008093381, 0.008202735, 356.7531, 0, 0, 0, 23.5, +2.350341E+01, +5.486602E-08, 0.007825135, -7.850687e-05, 0.007825529, 357.03
1681185985.8917086, 0, 0.007825135, -0.0004439224, 0.008191091, 354.095, 0, 0, 0, 24.0, +2.400406E+01, +5.641587E-08, 0.007825135, -7.850687e-05, 0.008230603, 359.4508
1681185992.6063836, 0, 0.007825135, -0.0004439224, 0.007825529, 359.4252, 0, 0, 0, 24.5, +2.450466E+01, +5.786167E-08, 0.008190715, -0.0008093381, 0.008230603, 353.8078
1681185999.3279374, 0, 0.007825135, -0.0008093381, 0.008202735, 354.095, 0, 0, 0, 25.0, +2.500549E+01, +5.901299E-08, 0.008190715, -0.0004439224, 0.007912824, 356.8977
1681186006.0508254, 0, 0.007825135, -7.850687e-05, 0.007837717, 357.03, 0, 0, 0, 25.0, +2.500554E+01, +5.854977E-08, 0.008190715, -0.0004439224, 0.008230603, 356.8977
1681186012.7953756, 0, 0.008190715, -0.0004439224, 0.008202735, 356.8977, 0, 0, 0, 24.5, +2.450463E+01, +5.682367E-08, 0.008190715, -0.0008093381, 0.007837717, 356.7531
1681186019.4982448, 0, 0.007825135, -0.0008093381, 0.007837717, 359.4252, 0, 0, 0, 24.0, +2.400393E+01, +5.469453E-08, 0.008190715, -7.850687e-05, 0.007912824, 356.8977
1681186026.2171583, 0, 0.007825135, -0.0004439224, 0.008230603, 356.8977, 0, 0, 0, 23.5, +2.350338E+01, +5.251244E-08, 0.007825135, -0.0004439224, 0.007837717, 353.8078
1681186032.9100506, 0, 0.007825135, -0.0008093381, 0.007866878, 359.4508, 0, 0, 0, 23.0, +2.300252E+01, +5.059029E-08, 0.007459556, -0.0008093381, 0.007503333, 356.7531
1681186039.6343384, 0, 0.007825135, -0.0008093381, 0.007866878, 356.5943, 0, 0, 0, 22.5, +2.250203E+01, +4.817354E-08, 0.007825135, -0.0004439224, 0.008230603, 354.095
1681186046.365308, 0, 0.007459556, -0.0004439224, 0.007472754, 356.7531, 0, 0, 0, 22.0, +2.200455E+01, +4.668298E-08, 0.007825135, -0.0004439224, 0.007837717, 359.4252
1681186053.0675714, 0, 0.007459556, -0.0004439224, 0.007866878, 356.7531, 0, 0, 0, 21.5, +2.150394E+01, +4.463738E-08, 0.007459556, -0.0004439224, 0.007503333, 353.8078
1681186059.7865548, 0, 0.007825135, -0.0008093381, 0.007837717, 359.397, 0, 0, 0, 21.0, +2.100068E+01, +4.284528E-08, 0.007459556, -7.850687e-05, 0.007866878, 356.5943
1681186066.5023518, 0, 0.007825135, -0.0004439224, 0.007107853, 356.5943, 0, 0, 0, 20.5, +2.050039E+01, +4.075169E-08, 0.007459556, -0.0008093381, 0.00745997, 356.7531
1681186073.2119732, 0, 0.007459556, -0.0008093381, 0.00745997, 356.5943, 0, 0, 0, 20.0, +1.999983E+01, +3.937763E-08, 0.007459556, -0.0004439224, 0.007107853, 356.5943
1681186079.916039, 0, 0.007459556, -0.0004439224, 0.007472754, 356.5943, 0, 0, 0, 19.5, +1.950020E+01, +3.778790E-08, 0.007459556, -0.0008093381, 0.007503333, 353.4914
1681186086.638759, 0, 0.007093977, -0.0004439224, 0.007139996, 353.8078, 0, 0, 0, 19.0, +1.900068E+01, +3.591610E-08, 0.007825135, -0.0004439224, 0.00745997, 353.8078
1681186093.3710456, 0, 0.007093977, -0.0008093381, 0.007472754, 356.5943, 0, 0, 0, 18.5, +1.850054E+01, +3.467134E-08, 0.007459556, -0.0004439224, 0.007503333, 353.8078
1681186100.0864408, 0, 0.007093977, -0.0008093381, 0.007472754, 353.8078, 0, 0, 0, 18.0, +1.800024E+01, +3.303946E-08, 0.007459556, -0.0008093381, 0.007503333, 356.4193
1681186106.8060005, 0, 0.007459556, -0.0004439224, 0.007107853, 356.5943, 0, 0, 0, 17.5, +1.749957E+01, +3.157507E-08, 0.007093977, -0.0008093381, 0.007107853, 356.4193
1681186113.5464323, 0, 0.007459556, -0.0008093381, 0.007094412, 356.5943, 0, 0, 0, 17.0, +1.700002E+01, +2.967519E-08, 0.007093977, -0.0004439224, 0.007139996, 356.4193
1681186120.2622356, 0, 0.007093977, -7.850687e-05, 0.007107853, 356.5943, 0, 0, 0, 16.5, +1.650056E+01, +2.840682E-08, 0.007093977, -7.850687e-05, 0.007107853, 353.4914
1681186127.0143538, 0, 0.007459556, -0.0008093381, 0.007503333, 353.4914, 0, 0, 0, 16.0, +1.600080E+01, +2.725323E-08, 0.007459556, -0.0008093381, 0.007107853, 356.5943
1681186133.7234168, 0, 0.007093977, -0.0004439224, 0.007139996, 351.0504, 0, 0, 0, 15.5, +1.550052E+01, +2.600454E-08, 0.007093977, -0.0004439224, 0.007503333, 356.4193
1681186140.4336417, 0, 0.007093977, -0.0004439224, 0.007107853, 356.2253, 0, 0, 0, 15.0, +1.500003E+01, +2.425573E-08, 0.007093977, -0.0004439224, 0.007139996, 353.141
1681186147.1469302, 0, 0.007093977, -0.0004439224, 0.007107853, 359.3659, 0, 0, 0, 14.5, +1.450008E+01, +2.345516E-08, 0.007093977, -7.850687e-05, 0.007139996, 356.4193
1681186153.872441, 0, 0.007093977, -0.0004439224, 0.007107853, 356.2253, 0, 0, 0, 14.0, +1.400066E+01, +2.177464E-08, 0.007093977, -0.0008093381, 0.006776899, 353.4914
1681186160.6076827, 0, 0.007093977, -7.850687e-05, 0.007094412, 356.2253, 0, 0, 0, 13.5, +1.350107E+01, +2.090174E-08, 0.006728398, 0.0002869087, 0.007107853, 356.4193
1681186167.339822, 0, 0.007093977, -0.0004439224, 0.006776899, 353.4914, 0, 0, 0, 13.0, +1.300089E+01, +1.941590E-08, 0.007093977, -7.850687e-05, 0.007107853, 356.4193
1681186174.0482628, 0, 0.007093977, -7.850687e-05, 0.006743026, 356.4193, 0, 0, 0, 12.5, +1.250029E+01, +1.824217E-08, 0.006728398, -0.0004439224, 0.007139996, 356.2253
1681186180.7601392, 0, 0.006728398, -0.0004439224, 0.006743026, 353.4914, 0, 0, 0, 12.0, +1.200006E+01, +1.715030E-08, 0.006728398, -7.850687e-05, 0.006743026, 356.2253
1681186187.5057406, 0, 0.007093977, -0.0004439224, 0.007107853, 356.4193, 0, 0, 0, 11.5, +1.150041E+01, +1.648523E-08, 0.006728398, -7.850687e-05, 0.006743026, 356.2253
1681186194.2145765, 0, 0.006728398, -0.0008093381, 0.006728856, 353.141, 0, 0, 0, 11.0, +1.100093E+01, +1.503384E-08, 0.007093977, -0.0004439224, 0.006743026, 356.4193
1681186200.9300442, 0, 0.006728398, -0.0004439224, 0.00745997, 353.4914, 0, 0, 0, 10.5, +1.050092E+01, +1.443132E-08, 0.006362819, -0.0008093381, 0.007099777, 356.009
1681186207.6483858, 0, 0.007093977, -0.0004439224, 0.006743026, 356.4193, 0, 0, 0, 10.0, +1.000063E+01, +1.347228E-08, 0.007093977, -0.0004439224, 0.006743026, 356.2253
1681186214.3740423, 0, 0.006728398, -7.850687e-05, 0.006743026, 356.4193, 0, 0, 0, 9.5, +9.499971E+00, +1.209651E-08, 0.006728398, -0.0004439224, 0.006414086, 356.2253
1681186221.066639, 0, 0.006362819, -0.0004439224, 0.006776899, 359.2931, 0, 0, 0, 9.0, +9.000072E+00, +1.157215E-08, 0.006728398, -7.850687e-05, 0.006743026, 359.2931
1681186227.7859077, 0, 0.006362819, -0.0004439224, 0.006378286, 356.2253, 0, 0, 0, 8.5, +8.500537E+00, +1.059897E-08, 0.006728398, -7.850687e-05, 0.006776899, 359.3659
1681186234.520085, 0, 0.006728398, -0.0004439224, 0.006378286, 356.2253, 0, 0, 0, 8.0, +8.000877E+00, +9.549853E-09, 0.006362819, -0.0008093381, 0.006414086, 356.2253
1681186241.2421966, 0, 0.006362819, -0.0004439224, 0.006378286, 356.2253, 0, 0, 0, 7.5, +7.500587E+00, +8.661285E-09, 0.006728398, -0.0004439224, 0.006378286, 353.141
1681186247.9668362, 0, 0.006362819, -7.850687e-05, 0.006414086, 359.2931, 0, 0, 0, 7.0, +6.999921E+00, +8.151011E-09, 0.006362819, -0.0004439224, 0.006363303, 356.2253
1681186254.6811242, 0, 0.006362819, -0.0004439224, 0.006734512, 356.009, 0, 0, 0, 6.5, +6.499872E+00, +7.102696E-09, 0.006362819, -7.850687e-05, 0.007107853, 356.2253
1681186261.3982294, 0, 0.006728398, -0.0004439224, 0.006378286, 359.2931, 0, 0, 0, 6.0, +6.000279E+00, +6.230391E-09, 0.006362819, -7.850687e-05, 0.006363303, 359.2931
1681186268.103533, 0, 0.006728398, -0.0004439224, 0.006728856, 352.751, 0, 0, 0, 5.5, +5.500684E+00, +5.873498E-09, 0.006728398, -7.850687e-05, 0.006363303, 356.009
1681186274.8314102, 0, 0.006362819, -0.0004439224, 0.006728856, 356.009, 0, 0, 0, 5.0, +5.000595E+00, +5.200506E-09, 0.006362819, -0.0004439224, 0.006378286, 356.009
1681186281.5642788, 0, 0.006362819, -0.0008093381, 0.006734512, 359.2931, 0, 0, 0, 4.5, +4.500012E+00, +4.518280E-09, 0.006362819, -0.0004439224, 0.006378286, 356.009
1681186288.2942228, 0, 0.006728398, -7.850687e-05, 0.006378286, 359.2931, 0, 0, 0, 4.0, +3.999740E+00, +3.466034E-09, 0.006362819, -0.0004439224, 0.006363303, 359.2931
1681186294.9978456, 0, 0.006362819, -0.0008093381, 0.006378286, 359.2931, 0, 0, 0, 3.5, +3.500038E+00, +2.920575E-09, 0.00599724, -0.0004439224, 0.006378286, 356.2253
1681186301.7329056, 0, 0.006362819, -0.0004439224, 0.006378286, 356.2253, 0, 0, 0, 3.0, +3.000446E+00, +2.475986E-09, 0.00599724, -0.0004439224, 0.006378286, 359.3315
1681186308.4689395, 0, 0.006362819, -0.0004439224, 0.006414086, 352.751, 0, 0, 0, 2.5, +2.500597E+00, +2.031297E-09, 0.006362819, -0.0004439224, 0.006378286, 359.2931
1681186315.181631, 0, 0.006362819, -0.0008093381, 0.006363303, 356.2253, 0, 0, 0, 2.0, +1.999998E+00, +1.212706E-09, 0.006362819, -0.0004439224, 0.006776899, 359.3315
1681186321.9297526, 0, 0.006728398, -0.0004439224, 0.005997753, 359.2931, 0, 0, 0, 1.5, +1.500003E+00, +7.297477E-10, 0.006362819, -0.0004439224, 0.006414086, 359.3315
1681186328.6624548, 0, 0.00599724, -0.0004439224, 0.006414086, 352.751, 0, 0, 0, 1.0, +1.000062E+00, +4.772056E-11, 0.006362819, -0.0008093381, 0.006363303, 356.009
1681186335.4188242, 0, 0.00599724, -0.0004439224, 0.006378286, 356.009, 0, 0, 0, 0.5, +5.000475E-01, -2.926698E-10, 0.006362819, -0.0004439224, 0.006013647, 356.009
1681186342.1558874, 0, 0.00599724, -0.0004439224, 0.006414086, 356.009, 0, 0, 0, 0.0, +4.289541E-05, -1.252609E-09, 0.006362819, -0.0008093381, 0.006051604, 356.009
1681186348.8781457, 0, 0.006362819, -0.0004439224, 0.006363303, 359.25, 0, 0, 0, 0.0, +3.875727E-05, -1.048383E-09, 0.006362819, 0.0002869087, 0.006378286, 356.009
1681186355.6164699, 0, 0.006362819, -0.0004439224, 0.006378286, 352.751, 0, 0, 0, -0.5, -4.999303E-01, -2.411320E-09, 0.00599724, -0.0008093381, 0.006051604, 359.25
1681186362.32544, 0, 0.006362819, -0.0004439224, 0.006363303, 352.751, 0, 0, 0, -1.0, -9.999369E-01, -3.163597E-09, 0.00599724, -0.0004439224, 0.006004098, 359.2931
1681186369.0340514, 0, 0.006362819, -7.850687e-05, 0.006363303, 355.7666, 0, 0, 0, -1.5, -1.499921E+00, -4.448481E-09, 0.00599724, -0.0004439224, 0.006013647, 359.25
1681186375.7894316, 0, 0.00599724, -0.0004439224, 0.006414086, 359.2931, 0, 0, 0, -2.0, -1.999869E+00, -5.914816E-09, 0.00599724, -0.0004439224, 0.006051604, 355.7666
1681186382.5106294, 0, 0.006362819, -0.0004439224, 0.006013647, 359.2931, 0, 0, 0, -2.5, -2.499295E+00, -7.983636E-09, 0.00599724, -0.0004439224, 0.006013647, 359.25
1681186389.2435977, 0, 0.00599724, -0.0004439224, 0.005997753, 355.4929, 0, 0, 0, -3.0, -2.999178E+00, -9.456942E-09, 0.00599724, -0.0004439224, 0.006051604, 352.751
1681186395.948851, 0, 0.00599724, -7.850687e-05, 0.005997753, 355.7666, 0, 0, 0, -3.5, -3.498704E+00, -1.171883E-08, 0.00599724, -0.0004439224, 0.006378286, 356.009
1681186402.6908941, 0, 0.006362819, -0.0008093381, 0.006378286, 355.7666, 0, 0, 0, -4.0, -3.998726E+00, -1.372484E-08, 0.006362819, -0.0004439224, 0.006013647, 355.7666
1681186409.4096546, 0, 0.00599724, -0.0004439224, 0.006378286, 356.009, 0, 0, 0, -4.5, -4.499102E+00, -1.555672E-08, 0.00599724, -0.0004439224, 0.006013647, 356.009
1681186416.1481633, 0, 0.006362819, -0.0004439224, 0.006051604, 359.25, 0, 0, 0, -5.0, -4.999328E+00, -1.804772E-08, 0.00599724, -0.0004439224, 0.006013647, 355.7666
1681186422.8853686, 0, 0.00599724, -7.850687e-05, 0.005997753, 359.25, 0, 0, 0, -5.5, -5.499392E+00, -2.060914E-08, 0.006362819, -0.0008093381, 0.006051604, 355.7666
1681186429.592392, 0, 0.00599724, -0.0004439224, 0.006013647, 356.009, 0, 0, 0, -6.0, -5.999268E+00, -2.298725E-08, 0.00563166, -7.850687e-05, 0.006013647, 355.7666
1681186436.317534, 0, 0.00599724, -0.0004439224, 0.006414086, 352.3143, 0, 0, 0, -6.5, -6.498877E+00, -2.554672E-08, 0.00599724, -7.850687e-05, 0.006013647, 359.25
1681186443.0622907, 0, 0.00599724, -0.0004439224, 0.005632207, 355.4929, 0, 0, 0, -7.0, -6.998983E+00, -2.797215E-08, 0.00563166, -7.850687e-05, 0.006013647, 351.8219
1681186449.7669063, 0, 0.00563166, -0.0004439224, 0.006013647, 355.7666, 0, 0, 0, -7.5, -7.499544E+00, -3.106177E-08, 0.00599724, -0.0008093381, 0.005689519, 355.7666
1681186456.4932246, 0, 0.006362819, -7.850687e-05, 0.00564913, 359.25, 0, 0, 0, -8.0, -7.999866E+00, -3.375449E-08, 0.00599724, -0.0008093381, 0.006051604, 355.4929
